2.998000000000000000e+04,2.017050100000000000e+11,3.700000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050101000000000e+11,3.700000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050102000000000e+11,3.700000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050103000000000e+11,3.700000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050104000000000e+11,3.900000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050105000000000e+11,4.100000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050106000000000e+11,4.400000000000000000e+01,4.400000000000000000e+01,3.500000000000000000e+01
2.998000000000000000e+04,2.017050107000000000e+11,4.500000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050108000000000e+11,4.800000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050109000000000e+11,5.100000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050110000000000e+11,5.200000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050111000000000e+11,5.100000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050112000000000e+11,5.400000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050113000000000e+11,4.900000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050114000000000e+11,5.000000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050115000000000e+11,5.200000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050116000000000e+11,5.000000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050117000000000e+11,5.200000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050118000000000e+11,4.800000000000000000e+01,5.400000000000000000e+01,4.300000000000000000e+01
2.998000000000000000e+04,2.017050119000000000e+11,4.800000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050120000000000e+11,4.600000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050121000000000e+11,4.400000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050122000000000e+11,4.200000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050123000000000e+11,3.900000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050200000000000e+11,3.800000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050201000000000e+11,3.600000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050202000000000e+11,3.600000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050203000000000e+11,3.500000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050204000000000e+11,4.000000000000000000e+01,nan,nan
2.998000000000000000e+04,2.017050205000000000e+11,4.600000000000000000e+01,nan,nan
