Lon,Lat
-81.92819977,37.51406097
-81.95142365,37.501091
-81.95170593,37.49243164
-81.9881897,37.48387909
-81.9952774,37.47138977
-81.98504639,37.45656967
-81.93573761,37.43791199
-81.93662262,37.42406082
-81.92418671,37.40843964
-81.93427277,37.37966919
-81.92624664,37.36053085
-81.89633179,37.33304977
-81.86561584,37.31880188
-81.85035706,37.28731155
-81.82624817,37.27838135
-81.79804993,37.28351974
-81.75977325,37.27370071
-81.74060822,37.23965073
-81.7220459,37.23723221
-81.67546082,37.20275879
-81.55993652,37.20801163
-81.50914764,37.23329163
-81.4956665,37.25551987
-81.48413086,37.25012207
-81.4436264,37.2706604
-81.4200058,37.27243042
-81.39494324,37.31245041
-81.37081146,37.32268906
-81.36123657,37.33641052
-81.22756195,37.23447037
-81.12216187,37.27589035
-80.9885788,37.30244064
-80.97724915,37.29317093
-80.95951843,37.29401016
-80.89848328,37.31713867
-80.85040283,37.3494606
-80.88243103,37.38483047
-80.8575058,37.43038177
-80.78343964,37.39231873
-80.77094269,37.37292862
-80.6696167,37.41160202
-80.54995728,37.47293854
-80.50260925,37.47893143
-80.49363708,37.44187927
-80.47265625,37.42697144
-80.37020874,37.47486115
-80.35936737,37.48812866
-80.306633,37.50498962
-80.28209686,37.5343895
-80.2946167,37.53998184
-80.30702972,37.52870178
-80.3338089,37.53681946
-80.31266785,37.54632187
-80.32596588,37.56668854
-80.26114655,37.59579086
-80.22149658,37.62815094
-80.26490021,37.64897919
-80.30742645,37.68952942
-80.287323,37.69664001
-80.25521851,37.72500992
-80.26391602,37.74037933
-80.25650024,37.75582886
-80.23506927,37.77635193
-80.22007751,37.77999878
-80.22577667,37.80348206
-80.18335724,37.84004974
-80.16481018,37.87522125
-80.13712311,37.88814163
-79.9992218,37.99729156
-79.95049286,38.0821991
-79.92724609,38.1064415
-79.93982697,38.11711884
-79.9414978,38.13132095
-79.91784668,38.15402222
-79.91780853,38.18394089
-79.84546661,38.23987961
-79.78816986,38.26858139
-79.80753326,38.30929947
-79.76126862,38.35448074
-79.72740936,38.36161041
-79.72741699,38.385849
-79.69135284,38.43194962
-79.68772125,38.45687103
-79.69706726,38.47093964
-79.69470978,38.49208069
-79.67928314,38.51041031
-79.66333008,38.51446915
-79.67036438,38.52894974
-79.66850281,38.55290222
-79.64811707,38.59056854
-79.53614044,38.55199051
-79.47458649,38.45740891
-79.31770325,38.41426086
-79.27845001,38.42251968
-79.27886963,38.43333054
-79.24285889,38.45584869
-79.23822784,38.46910095
-79.20715332,38.49687195
-79.20265198,38.52595901
-79.16265106,38.58314133
-79.15222168,38.61611938
-79.12767029,38.65314865
-79.09342957,38.65880966
-79.08541107,38.68201065
-79.08730316,38.71435165
-79.05428314,38.76908875
-79.05465698,38.78676987
-79.02620697,38.79380035
-79.02266693,38.81267929
-79.00630951,38.82447052
-78.99755859,38.84893036
-78.86595154,38.76311874
-78.78129578,38.89226151
-78.72249603,38.93227005
-78.71494293,38.92924881
-78.7142868,38.90475082
-78.67588043,38.92749023
-78.62586212,38.98310852
-78.60069275,38.9659996
-78.55227661,39.01892853
-78.57160187,39.03326035
-78.49318695,39.10266113
-78.44882965,39.12289047
-78.43050385,39.14850998
-78.40396881,39.16720963
-78.4352417,39.20029068
-78.40364838,39.23839188
-78.40396881,39.24922943
-78.41674805,39.26119995
-78.33924866,39.34996033
-78.36509705,39.36011124
-78.34615326,39.38677979
-78.35993958,39.40872192
-78.35005951,39.42446136
-78.34731293,39.46657944
-77.8299408,39.13425064
-77.78878021,39.2193718
-77.77202606,39.23865891
-77.76944733,39.25764084
-77.7339859,39.31504059
-77.71972656,39.32530975
-77.67456055,39.32661057
-77.64420319,39.31129074
-77.59889984,39.30274963
-77.56450653,39.30636978
-77.53674316,39.26512146
-77.49092865,39.25112152
-77.45635223,39.22842026
-77.47596741,39.19079971
-77.5151062,39.17042923
-77.52462769,39.14276123
-77.51757812,39.12377167
-77.48471069,39.11100006
-77.45316315,39.07286072
-77.32726288,39.06111908
-77.25083923,39.02954865
-77.24260712,39.01979065
-77.24928284,38.99657059
-77.24472046,38.9867897
-77.22567749,38.97612
-77.14878845,38.96459961
-77.09288025,38.90726089
-77.06665039,38.89587021
-77.03968048,38.87131119
-77.03182983,38.85328293
-77.03610992,38.83944321
-77.04571533,38.83969879
-77.0378418,38.83031845
-77.03833008,38.79249954
-77.05588531,38.7918129
-77.04444122,38.77166748
-77.04586029,38.71493912
-77.07842255,38.7130394
-77.10340118,38.69757462
-77.12900543,38.70516968
-77.12199402,38.68764496
-77.13342285,38.67366028
-77.15362549,38.67935944
-77.15611267,38.69166565
-77.18888855,38.68249893
-77.15036011,38.66588593
-77.13108063,38.63536835
-77.15805817,38.63722229
-77.1690979,38.62537766
-77.20270538,38.61775208
-77.21527863,38.63722229
-77.18095398,38.65063858
-77.223526,38.65795135
-77.21984863,38.66664505
-77.23522186,38.66331863
-77.25777435,38.68361282
-77.22422791,38.64530563
-77.24746704,38.63369751
-77.25034332,38.60528564
-77.25527954,38.60194397
-77.26624298,38.60996246
-77.27527618,38.60777664
-77.24643707,38.59259033
-77.25814819,38.58378983
-77.28277588,38.59000015
-77.26444244,38.58277893
-77.25744629,38.56087494
-77.2738266,38.55017471
-77.27643585,38.53720474
-77.28610992,38.53027725
-77.28637695,38.54550552
-77.30696106,38.56096268
-77.31143951,38.55649948
-77.28289032,38.52669144
-77.30361176,38.50944519
-77.30000305,38.50333405
-77.32325745,38.46507645
-77.32660675,38.44353867
-77.31134796,38.39706421
-77.33021545,38.40753937
-77.33600616,38.42240906
-77.35353851,38.42365265
-77.34848022,38.4306488
-77.35925293,38.4389534
-77.36250305,38.4366684
-77.36805725,38.44138718
-77.375,38.4402771
-77.36022949,38.42990112
-77.35124207,38.40920639
-77.29701996,38.37070084
-77.28722382,38.35277939
-77.30110931,38.34972382
-77.30050659,38.36270142
-77.30303192,38.3600235
-77.31239319,38.36769485
-77.33083344,38.3694458
-77.30166626,38.35805511
-77.31262207,38.34986496
-77.33712769,38.35531998
-77.3658371,38.35027695
-77.34729767,38.34280396
-77.33611298,38.35305405
-77.33692932,38.3451767
-77.32228088,38.33713913
-77.28988647,38.34327316
-77.26527405,38.33222198
-77.2370224,38.33115005
-77.16339111,38.34530258
-77.1388855,38.36722183
-77.09471893,38.3637352
-77.04182434,38.40008545
-77.01345062,38.37482071
-77.01472473,38.33222198
-77.03889465,38.31925583
-77.05135345,38.3232193
-77.0597229,38.3386116
-77.05511475,38.32172394
-77.06241608,38.32200623
-77.07144928,38.30738831
-77.05527496,38.29416656
-77.07250214,38.28472137
-77.05214691,38.29333115
-77.06639099,38.30749893
-77.0577774,38.30828094
-77.06005096,38.31565857
-77.02991486,38.31095123
-77.00138855,38.2808342
-77.02916718,38.26916504
-77.02916718,38.26666641
-76.98117065,38.27460098
-76.96187592,38.257267
-76.95729828,38.24237442
-76.9606781,38.23133469
-76.96878815,38.25120163
-76.97444153,38.24888992
-76.97750092,38.24361038
-76.97142029,38.24709702
-76.96726227,38.23929596
-76.97222137,38.23444366
-76.96303558,38.21247482
-76.97662354,38.216362
-76.98433685,38.20699692
-77.00416565,38.20360947
-76.9883728,38.20175552
-76.97655487,38.21139526
-76.91638947,38.19944382
-76.90638733,38.19333267
-76.91310883,38.19247055
-76.9204483,38.17336273
-76.90444183,38.1922226
-76.87662506,38.17311096
-76.83979034,38.16381073
-76.77583313,38.16722107
-76.77416992,38.15250015
-76.76916504,38.15833282
-76.76051331,38.15441895
-76.76499939,38.14361191
-76.7591629,38.14861298
-76.74666595,38.14222336
-76.74472046,38.13691711
-76.75444794,38.14194489
-76.74921417,38.13188171
-76.72292328,38.13035202
-76.72395325,38.11970901
-76.71333313,38.11694336
-76.72499847,38.11583328
-76.71842194,38.10726929
-76.75205231,38.10225296
-76.7368927,38.10071564
-76.73249817,38.08666611
-76.7253952,38.08156586
-76.73027802,38.07860947
-76.70055389,38.06583405
-76.73343658,38.09424973
-76.72915649,38.10306931
-76.71498108,38.10245132
-76.71180725,38.11357117
-76.70305634,38.11111069
-76.71689606,38.12678528
-76.71285248,38.1364975
-76.70333099,38.12722397
-76.68777466,38.12833405
-76.70685577,38.13147354
-76.70639038,38.14527893
-76.72208405,38.137043
-76.70370483,38.1497879
-76.70159149,38.15982819
-76.66583252,38.14888763
-76.65166473,38.13305664
-76.65833282,38.13333511
-76.65098572,38.12984848
-76.66110992,38.1258316
-76.65305328,38.12638855
-76.65694427,38.12083435
-76.64565277,38.12894058
-76.64274597,38.1096077
-76.65658569,38.10023499
-76.66916656,38.10277939
-76.67250061,38.10111237
-76.64805603,38.09388733
-76.64949799,38.10150909
-76.63696289,38.10617447
-76.63361359,38.12277603
-76.63972473,38.1222229
-76.63258362,38.1293335
-76.64278412,38.1489296
-76.61234283,38.14867401
-76.60005188,38.11377716
-76.61885834,38.11450577
-76.59791565,38.10781097
-76.60847473,38.10208511
-76.60832977,38.09944534
-76.59667969,38.10692215
-76.58241272,38.09735489
-76.59278107,38.08472061
-76.59069824,38.07886887
-76.58095551,38.09582901
-76.5620575,38.08823776
-76.5362854,38.07488251
-76.52093506,38.04573441
-76.54575348,38.03897476
-76.55957031,38.06173706
-76.55751801,38.04496384
-76.56916809,38.04611206
-76.55072784,38.040905
-76.54972076,38.02972412
-76.57111359,38.0288887
-76.57917023,38.03777695
-76.57363129,38.01984787
-76.57970428,38.01565552
-76.58611298,38.00666809
-76.57248688,38.01742935
-76.57178497,38.02563858
-76.55583191,38.02500153
-76.55750275,38.01722336
-76.54210663,38.02256775
-76.54472351,38.01166534
-76.55249786,38.01305389
-76.55126953,38.01083374
-76.56556702,38.00325775
-76.56944275,37.9980545
-76.54305267,38.00916672
-76.54944611,37.99277878
-76.54055786,37.99277878
-76.54138947,37.98444366
-76.53694153,37.97750092
-76.53610992,37.98777771
-76.54276276,38.00097275
-76.52805328,38.0008316
-76.53694153,38.00583267
-76.52966309,38.01124573
-76.53780365,38.01294327
-76.53578949,38.02157211
-76.52722168,38.01916504
-76.53639221,38.0261116
-76.47333527,38.01499939
-76.47978973,38.01071167
-76.46329498,38.00439835
-76.46385956,37.99555969
-76.47638702,38.00055695
-76.47583008,38.00638962
-76.48278046,38.00805664
-76.48361206,37.99888992
-76.47110748,37.9944458
-76.48555756,37.99583435
-76.48777771,37.99000168
-76.50111389,37.99833298
-76.51018524,37.99454498
-76.49972534,37.98805618
-76.51222229,37.98222351
-76.50333405,37.98055649
-76.5063858,37.97527695
-76.49610901,37.97972107
-76.49610901,37.98805618
-76.48722076,37.98166656
-76.47328186,37.99050522
-76.47833252,37.98194504
-76.46250153,37.97999954
-76.46749878,37.9711113
-76.47972107,37.97138977
-76.47472382,37.96972275
-76.48444366,37.96333313
-76.48222351,37.95777893
-76.49277496,37.95916748
-76.50055695,37.95555496
-76.48583221,37.95500183
-76.48805237,37.93611145
-76.47964478,37.93552399
-76.48495483,37.95354843
-76.48055267,37.95916748
-76.47415924,37.95492935
-76.4759903,37.96666718
-76.46527863,37.95944595
-76.45645142,37.96876526
-76.45628357,37.98083496
-76.46472168,37.98500061
-76.44335937,37.98688507
-76.44527435,37.97166824
-76.43535614,37.97795868
-76.4355545,37.9711113
-76.43166351,37.96777725
-76.43093872,37.97923279
-76.41777802,37.96722412
-76.42028046,37.94805527
-76.41194153,37.94499969
-76.41805267,37.95222092
-76.41362762,37.96463013
-76.38722229,37.95694351
-76.39775848,37.94279861
-76.39055634,37.94333267
-76.38388824,37.92944336
-76.39583588,37.92361069
-76.39444733,37.92083359
-76.38027954,37.91999817
-76.38861084,37.92333221
-76.37722015,37.93722153
-76.38778687,37.9438858
-76.38500214,37.95500183
-76.37833405,37.94861221
-76.37872314,37.95592117
-76.36055756,37.95249939
-76.34999847,37.94944382
-76.36000061,37.9430542
-76.35361481,37.94111252
-76.35666656,37.93027878
-76.34421539,37.94743347
-76.25546265,37.90326309
-76.25138855,37.89333344
-76.2591629,37.89916611
-76.26000214,37.89277649
-76.26416779,37.90139008
-76.27777863,37.90694427
-76.26750183,37.89194489
-76.27416992,37.88888931
-76.28133392,37.89780045
-76.27999878,37.89110947
-76.29000092,37.89027786
-76.29498291,37.90034103
-76.30644989,37.90203857
-76.30110931,37.9086113
-76.32262421,37.91110992
-76.3078537,37.90333176
-76.31361389,37.89277649
-76.30619049,37.89830399
-76.29389191,37.88888931
-76.29833221,37.88000107
-76.28805542,37.88913727
-76.27749634,37.88583374
-76.28694153,37.87055588
-76.27583313,37.87833405
-76.26916504,37.87388992
-76.27500153,37.88360977
-76.25389099,37.88916779
-76.25583649,37.88111115
-76.2452774,37.88360977
-76.25,37.87055588
-76.23722076,37.88722229
-76.2444458,37.86333466
-76.25944519,37.85861206
-76.24555206,37.85889053
-76.26027679,37.85250092
-76.24944305,37.85138702
-76.2563858,37.8469429
-76.24924469,37.84045029
-76.25815582,37.8272171
-76.26237488,37.83089447
-76.26567078,37.8170433
-76.28289032,37.81332779
-76.27027893,37.82500076
-76.28024292,37.82805252
-76.27694702,37.8358345
-76.26583099,37.8386116
-76.27307129,37.84392166
-76.28028107,37.83833313
-76.28329468,37.85668945
-76.28971863,37.85555649
-76.28277588,37.83959961
-76.29066467,37.84178925
-76.28111267,37.83527756
-76.28341675,37.82194901
-76.30194092,37.82583237
-76.31247711,37.81402206
-76.32749939,37.81916809
-76.32861328,37.81222153
-76.30754089,37.80981827
-76.30860901,37.79750061
-76.32221985,37.80305481
-76.30805206,37.78805542
-76.28527832,37.78277588
-76.31639099,37.77694321
-76.30776215,37.76509476
-76.32333374,37.76527786
-76.31072235,37.75563431
-76.31999969,37.75166702
-76.30722046,37.72999954
-76.33587646,37.74755859
-76.33370972,37.7559967
-76.33555603,37.75999832
-76.34500122,37.74861145
-76.3368988,37.74308777
-76.34555817,37.73500061
-76.33666992,37.74139023
-76.32177734,37.73327255
-76.33777618,37.7266655
-76.32055664,37.72583389
-76.31916809,37.71305466
-76.31138611,37.71749878
-76.30278015,37.68972397
-76.31388855,37.69694519
-76.31749725,37.68527603
-76.32749939,37.69527817
-76.32822418,37.68589783
-76.33472443,37.69610977
-76.33760834,37.69002914
-76.35035706,37.69934464
-76.35388947,37.6902771
-76.32502747,37.67573929
-76.33381653,37.67031097
-76.36722565,37.68222046
-76.35138702,37.67027664
-76.35303497,37.6619606
-76.34889221,37.66777802
-76.34222412,37.66555405
-76.34638977,37.66055679
-76.33750153,37.6641655
-76.34111023,37.65527725
-76.36055756,37.65361023
-76.33305359,37.64694595
-76.3324585,37.63280869
-76.35242462,37.63589478
-76.36138916,37.63583374
-76.36083221,37.63360977
-76.32063293,37.62699127
-76.30768585,37.64163971
-76.29257202,37.6356926
-76.28077698,37.61499023
-76.30666351,37.62111282
-76.29055786,37.62577057
-76.3041687,37.63194275
-76.3216629,37.61999893
-76.3638916,37.62444305
-76.36166382,37.60916519
-76.38139343,37.62731552
-76.39833069,37.63416672
-76.40222168,37.62731552
-76.42967987,37.64123154
-76.43888855,37.65277863
-76.42805481,37.64777756
-76.4319458,37.65250015
-76.41416931,37.65083313
