2.845000000000000000e+04,2.017050100000000000e+11,3.100000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050100200000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050100500000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050101000000000e+11,3.100000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050101200000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050101500000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050102000000000e+11,3.100000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050102200000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050102500000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050103000000000e+11,3.100000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050103200000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050103500000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050104000000000e+11,3.100000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050104200000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050104500000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050105000000000e+11,3.100000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050105200000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050105500000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050106000000000e+11,3.100000000000000000e+01,3.400000000000000000e+01,3.100000000000000000e+01
2.845000000000000000e+04,2.017050106200000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050106500000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050107000000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050107200000000e+11,3.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050107500000000e+11,3.200000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050108000000000e+11,3.200000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050108200000000e+11,3.200000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050108500000000e+11,3.400000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050109000000000e+11,3.400000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050109200000000e+11,3.400000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050109500000000e+11,3.600000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050110000000000e+11,3.700000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050110200000000e+11,3.600000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050110500000000e+11,3.700000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050111000000000e+11,3.700000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050111200000000e+11,3.700000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050111500000000e+11,3.900000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050112000000000e+11,4.000000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050112200000000e+11,3.900000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050112500000000e+11,3.900000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050113000000000e+11,4.100000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050113200000000e+11,3.900000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050113500000000e+11,4.100000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050114000000000e+11,4.100000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050114200000000e+11,4.100000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050114500000000e+11,4.100000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050115000000000e+11,4.200000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050115200000000e+11,4.300000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050115500000000e+11,4.300000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050116000000000e+11,4.400000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050116200000000e+11,4.300000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050116500000000e+11,4.300000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050117000000000e+11,4.300000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050117200000000e+11,4.300000000000000000e+01,nan,nan
2.845000000000000000e+04,2.017050117500000000e+11,4.300000000000000000e+01,nan,nan
